NAME	TITLE	SCORE	
KCNA3	potassium voltage-gated channel subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:6221]	0.16151589	
COL11A2	collagen type XI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2187]	0.16150431	
ITGA2B	integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]	0.16150206	
ENSA	endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360]	0.16142508	
DEFB134	defensin beta 134 [Source:HGNC Symbol;Acc:HGNC:32399]	0.16141728	
GABRR2	gamma-aminobutyric acid type A receptor subunit rho2 [Source:HGNC Symbol;Acc:HGNC:4091]	0.16140527	
H3C11	H3 clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4771]	0.16137773	
GNRH2	gonadotropin releasing hormone 2 [Source:HGNC Symbol;Acc:HGNC:4420]	0.1613404	
PIGP	phosphatidylinositol glycan anchor biosynthesis class P [Source:HGNC Symbol;Acc:HGNC:3046]	0.16129598	
OR4B1	olfactory receptor family 4 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:8290]	0.16122712	
DENND6B	DENN domain containing 6B [Source:HGNC Symbol;Acc:HGNC:32690]	0.16121677	
CACNA1H	calcium voltage-gated channel subunit alpha1 H [Source:HGNC Symbol;Acc:HGNC:1395]	0.16116048	
CSAD	cysteine sulfinic acid decarboxylase [Source:HGNC Symbol;Acc:HGNC:18966]	0.16110194	
RBFOX1	RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]	0.1610745	
KCP	kielin cysteine rich BMP regulator [Source:HGNC Symbol;Acc:HGNC:17585]	0.16103213	
CCL11	C-C motif chemokine ligand 11 [Source:HGNC Symbol;Acc:HGNC:10610]	0.1610227	
CAPN5	calpain 5 [Source:HGNC Symbol;Acc:HGNC:1482]	0.16101949	
POLR3H	RNA polymerase III subunit H [Source:HGNC Symbol;Acc:HGNC:30349]	0.1609777	
ATP13A1	ATPase 13A1 [Source:HGNC Symbol;Acc:HGNC:24215]	0.16090134	
SPA17	sperm autoantigenic protein 17 [Source:HGNC Symbol;Acc:HGNC:11210]	0.16087143	
AKAP1	A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367]	0.16084886	
MUTYH	mutY DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7527]	0.16083908	
LRRC27	leucine rich repeat containing 27 [Source:HGNC Symbol;Acc:HGNC:29346]	0.1608364	
PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]	0.16081421	
C6orf47	chromosome 6 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:19076]	0.16073494	
LRP4	LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]	0.16063356	
UCMA	upper zone of growth plate and cartilage matrix associated [Source:HGNC Symbol;Acc:HGNC:25205]	0.16062169	
NAAA	N-acylethanolamine acid amidase [Source:HGNC Symbol;Acc:HGNC:736]	0.16059174	
ZNF544	zinc finger protein 544 [Source:HGNC Symbol;Acc:HGNC:16759]	0.16053261	
INS	insulin [Source:HGNC Symbol;Acc:HGNC:6081]	0.16046572	
NCR1	natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731]	0.16044965	
MYLK2	myosin light chain kinase 2 [Source:HGNC Symbol;Acc:HGNC:16243]	0.16044186	
LMO1	LIM domain only 1 [Source:HGNC Symbol;Acc:HGNC:6641]	0.1604017	
ALDH8A1	aldehyde dehydrogenase 8 family member A1 [Source:HGNC Symbol;Acc:HGNC:15471]	0.16039261	
ZNF599	zinc finger protein 599 [Source:HGNC Symbol;Acc:HGNC:26408]	0.16037506	
DMKN	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	0.16034459	
RNF186	ring finger protein 186 [Source:HGNC Symbol;Acc:HGNC:25978]	0.16027822	
GGT7	gamma-glutamyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4259]	0.1602662	
FANCD2	FA complementation group D2 [Source:HGNC Symbol;Acc:HGNC:3585]	0.16014649	
CEP170B	centrosomal protein 170B [Source:HGNC Symbol;Acc:HGNC:20362]	0.16014045	
GZMA	granzyme A [Source:HGNC Symbol;Acc:HGNC:4708]	0.16012155	
DLGAP3	DLG associated protein 3 [Source:HGNC Symbol;Acc:HGNC:30368]	0.16007152	
CARHSP1	calcium regulated heat stable protein 1 [Source:HGNC Symbol;Acc:HGNC:17150]	0.1600525	
HNF4A	hepatocyte nuclear factor 4 alpha [Source:HGNC Symbol;Acc:HGNC:5024]	0.16002403	
PHC1	polyhomeotic homolog 1 [Source:HGNC Symbol;Acc:HGNC:3182]	0.16002347	
POLD1	DNA polymerase delta 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9175]	0.16000998	
RGS9	regulator of G protein signaling 9 [Source:HGNC Symbol;Acc:HGNC:10004]	0.15987347	
HPSE2	heparanase 2 (inactive) [Source:HGNC Symbol;Acc:HGNC:18374]	0.15985054	
DNTT	DNA nucleotidylexotransferase [Source:HGNC Symbol;Acc:HGNC:2983]	0.15977933	
SRRM4	serine/arginine repetitive matrix 4 [Source:HGNC Symbol;Acc:HGNC:29389]	0.15973997	
FREM2	FRAS1 related extracellular matrix 2 [Source:HGNC Symbol;Acc:HGNC:25396]	0.15972556	
ANKRD45	ankyrin repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:24786]	0.15969677	
STAB2	stabilin 2 [Source:HGNC Symbol;Acc:HGNC:18629]	0.15968518	
SLC7A10	solute carrier family 7 member 10 [Source:HGNC Symbol;Acc:HGNC:11058]	0.15965898	
HPDL	4-hydroxyphenylpyruvate dioxygenase like [Source:HGNC Symbol;Acc:HGNC:28242]	0.15946342	
EVC2	EvC ciliary complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19747]	0.15945688	
STAC3	SH3 and cysteine rich domain 3 [Source:HGNC Symbol;Acc:HGNC:28423]	0.15939021	
HOXB3	homeobox B3 [Source:HGNC Symbol;Acc:HGNC:5114]	0.15934996	
TMEM235	transmembrane protein 235 [Source:HGNC Symbol;Acc:HGNC:27563]	0.15934831	
PALM3	paralemmin 3 [Source:HGNC Symbol;Acc:HGNC:33274]	0.15931924	
FAT2	FAT atypical cadherin 2 [Source:HGNC Symbol;Acc:HGNC:3596]	0.15927888	
PLEKHG6	pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]	0.15927525	
PRUNE1	prune exopolyphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:13420]	0.15926597	
SLC25A20	solute carrier family 25 member 20 [Source:HGNC Symbol;Acc:HGNC:1421]	0.15926461	
RTN4RL1	reticulon 4 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21329]	0.15924565	
PIANP	PILR alpha associated neural protein [Source:HGNC Symbol;Acc:HGNC:25338]	0.15920092	
TRIM40	tripartite motif containing 40 [Source:HGNC Symbol;Acc:HGNC:18736]	0.15919894	
DOCK3	dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989]	0.15919876	
VPS16	VPS16 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:14584]	0.15919863	
FADD	Fas associated via death domain [Source:HGNC Symbol;Acc:HGNC:3573]	0.15914229	
METTL11B	methyltransferase like 11B [Source:HGNC Symbol;Acc:HGNC:31932]	0.15913616	
AP4M1	adaptor related protein complex 4 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:574]	0.15913329	
C10orf99	chromosome 10 open reading frame 99 [Source:HGNC Symbol;Acc:HGNC:31428]	0.15913272	
ZFP36L2	ZFP36 ring finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:1108]	0.15905304	
UBL7	ubiquitin like 7 [Source:HGNC Symbol;Acc:HGNC:28221]	0.15900786	
EXTL1	exostosin like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515]	0.15900224	
NBPF10	NBPF member 10 [Source:HGNC Symbol;Acc:HGNC:31992]	0.15894862	
OR10K2	olfactory receptor family 10 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:14826]	0.15889217	
P2RY2	purinergic receptor P2Y2 [Source:HGNC Symbol;Acc:HGNC:8541]	0.15882257	
MDH2	malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]	0.15872082	
RFPL2	ret finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:9979]	0.15870868	
EGFL7	EGF like domain multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594]	0.15866706	
NPBWR2	neuropeptides B and W receptor 2 [Source:HGNC Symbol;Acc:HGNC:4530]	0.15865447	
C9orf153	chromosome 9 open reading frame 153 [Source:HGNC Symbol;Acc:HGNC:31456]	0.15853405	
ITPRIPL1	ITPRIP like 1 [Source:HGNC Symbol;Acc:HGNC:29371]	0.15849224	
MC1R	melanocortin 1 receptor [Source:HGNC Symbol;Acc:HGNC:6929]	0.15842786	
CACNA1B	calcium voltage-gated channel subunit alpha1 B [Source:HGNC Symbol;Acc:HGNC:1389]	0.1583079	
CDC25A	cell division cycle 25A [Source:HGNC Symbol;Acc:HGNC:1725]	0.1582068	
PSMB9	proteasome 20S subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546]	0.15807788	
RASGEF1C	RasGEF domain family member 1C [Source:HGNC Symbol;Acc:HGNC:27400]	0.1580738	
GIPC3	GIPC PDZ domain containing family member 3 [Source:HGNC Symbol;Acc:HGNC:18183]	0.15806378	
PPP1R32	protein phosphatase 1 regulatory subunit 32 [Source:HGNC Symbol;Acc:HGNC:28869]	0.15805762	
ZNF653	zinc finger protein 653 [Source:HGNC Symbol;Acc:HGNC:25196]	0.15799949	
F2RL3	F2R like thrombin or trypsin receptor 3 [Source:HGNC Symbol;Acc:HGNC:3540]	0.15798256	
FLNC	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]	0.15797223	
PLEKHA4	pleckstrin homology domain containing A4 [Source:HGNC Symbol;Acc:HGNC:14339]	0.15791568	
PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:30263]	0.15787512	
CEND1	cell cycle exit and neuronal differentiation 1 [Source:HGNC Symbol;Acc:HGNC:24153]	0.15783848	
FXYD6	FXYD domain containing ion transport regulator 6 [Source:HGNC Symbol;Acc:HGNC:4030]	0.15769626	
POLR2I	RNA polymerase II subunit I [Source:HGNC Symbol;Acc:HGNC:9196]	0.15768132	
CNPPD1	cyclin Pas1/PHO80 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25220]	0.1575722	
OR5T2	olfactory receptor family 5 subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:15296]	0.15756251	
GET1	guided entry of tail-anchored proteins factor 1 [Source:HGNC Symbol;Acc:HGNC:12790]	0.15754995	
THOP1	thimet oligopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:11793]	0.15746	
UBE2T	ubiquitin conjugating enzyme E2 T [Source:HGNC Symbol;Acc:HGNC:25009]	0.15745167	
CYP4B1	cytochrome P450 family 4 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2644]	0.15743147	
NEUROD2	neuronal differentiation 2 [Source:HGNC Symbol;Acc:HGNC:7763]	0.15741342	
FADS2	fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]	0.15739447	
FAM83B	family with sequence similarity 83 member B [Source:HGNC Symbol;Acc:HGNC:21357]	0.1573403	
KRT85	keratin 85 [Source:HGNC Symbol;Acc:HGNC:6462]	0.15722789	
CDK5R2	cyclin dependent kinase 5 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:1776]	0.15719427	
CATSPERB	cation channel sperm associated auxiliary subunit beta [Source:HGNC Symbol;Acc:HGNC:20500]	0.15715295	
OR14A2	olfactory receptor family 14 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:15024]	0.1571341	
GYPB	glycophorin B (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4703]	0.1571238	
SLC4A3	solute carrier family 4 member 3 [Source:HGNC Symbol;Acc:HGNC:11029]	0.15707739	
GJB2	gap junction protein beta 2 [Source:HGNC Symbol;Acc:HGNC:4284]	0.15707153	
MSTO1	misato mitochondrial distribution and morphology regulator 1 [Source:HGNC Symbol;Acc:HGNC:29678]	0.1570537	
PHLDA2	pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]	0.15703614	
TMEM215	transmembrane protein 215 [Source:HGNC Symbol;Acc:HGNC:33816]	0.15696828	
ETFB	electron transfer flavoprotein subunit beta [Source:HGNC Symbol;Acc:HGNC:3482]	0.15695654	
OR2B11	olfactory receptor family 2 subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:31249]	0.15694624	
PFN2	profilin 2 [Source:HGNC Symbol;Acc:HGNC:8882]	0.15694162	
TBC1D28	TBC1 domain family member 28 [Source:HGNC Symbol;Acc:HGNC:26858]	0.15692303	
FCAMR	Fc fragment of IgA and IgM receptor [Source:HGNC Symbol;Acc:HGNC:24692]	0.15684642	
GABRG3	gamma-aminobutyric acid type A receptor subunit gamma3 [Source:HGNC Symbol;Acc:HGNC:4088]	0.15684631	
TM6SF2	transmembrane 6 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11861]	0.1568437	
MUC3A	mucin 3A, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7513]	0.15679093	
SCN3B	sodium voltage-gated channel beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:20665]	0.15668494	
TNFRSF13B	TNF receptor superfamily member 13B [Source:HGNC Symbol;Acc:HGNC:18153]	0.1565138	
GSTM4	glutathione S-transferase mu 4 [Source:HGNC Symbol;Acc:HGNC:4636]	0.1563041	
ANKRD30BL	ankyrin repeat domain 30B like [Source:HGNC Symbol;Acc:HGNC:35167]	0.15623924	
JUN	Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]	0.1561465	
AKIP1	A-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1170]	0.1561403	
OR10J3	olfactory receptor family 10 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:14992]	0.15612349	
ACMSD	aminocarboxymuconate semialdehyde decarboxylase [Source:HGNC Symbol;Acc:HGNC:19288]	0.15607923	
FCMR	Fc fragment of IgM receptor [Source:HGNC Symbol;Acc:HGNC:14315]	0.15606008	
SLC9A5	solute carrier family 9 member A5 [Source:HGNC Symbol;Acc:HGNC:11078]	0.1560551	
PLCH2	phospholipase C eta 2 [Source:HGNC Symbol;Acc:HGNC:29037]	0.15598188	
C3orf20	chromosome 3 open reading frame 20 [Source:HGNC Symbol;Acc:HGNC:25320]	0.15589842	
TFCP2L1	transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925]	0.1558342	
CELSR2	cadherin EGF LAG seven-pass G-type receptor 2 [Source:HGNC Symbol;Acc:HGNC:3231]	0.15578076	
ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23364]	0.1557686	
ANKK1	ankyrin repeat and kinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21027]	0.15576415	
EFR3B	EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]	0.1556934	
BIN1	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]	0.15560398	
ALKAL1	ALK and LTK ligand 1 [Source:HGNC Symbol;Acc:HGNC:33775]	0.15556236	
ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:811]	0.15554804	
CRABP2	cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2339]	0.15548028	
H1-10	H1.10 linker histone [Source:HGNC Symbol;Acc:HGNC:4722]	0.1554323	
DHX16	DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739]	0.15539804	
KDM6B	lysine demethylase 6B [Source:HGNC Symbol;Acc:HGNC:29012]	0.15538152	
SAMD13	sterile alpha motif domain containing 13 [Source:HGNC Symbol;Acc:HGNC:24582]	0.15530954	
ASB3	ankyrin repeat and SOCS box containing 3 [Source:HGNC Symbol;Acc:HGNC:16013]	0.1553022	
SPTBN2	spectrin beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:HGNC:11276]	0.15521443	
DYDC1	DPY30 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23460]	0.15519582	
SLC2A4RG	SLC2A4 regulator [Source:HGNC Symbol;Acc:HGNC:15930]	0.15517135	
FAM53A	family with sequence similarity 53 member A [Source:HGNC Symbol;Acc:HGNC:31860]	0.15516892	
GNAT1	G protein subunit alpha transducin 1 [Source:HGNC Symbol;Acc:HGNC:4393]	0.15515509	
KLK15	kallikrein related peptidase 15 [Source:HGNC Symbol;Acc:HGNC:20453]	0.15514062	
PDX1	pancreatic and duodenal homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6107]	0.15505365	
GTF3C5	general transcription factor IIIC subunit 5 [Source:HGNC Symbol;Acc:HGNC:4668]	0.15499713	
H2BC14	H2B clustered histone 14 [Source:HGNC Symbol;Acc:HGNC:4750]	0.15497553	
OR9G1	olfactory receptor family 9 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:15319]	0.15492885	
PRR36	proline rich 36 [Source:HGNC Symbol;Acc:HGNC:26172]	0.1549059	
ZNF692	zinc finger protein 692 [Source:HGNC Symbol;Acc:HGNC:26049]	0.15489675	
DTX3	deltex E3 ubiquitin ligase 3 [Source:HGNC Symbol;Acc:HGNC:24457]	0.15489183	
RXFP4	relaxin family peptide/INSL5 receptor 4 [Source:HGNC Symbol;Acc:HGNC:14666]	0.15483794	
DDAH2	dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:2716]	0.15482652	
AP2S1	adaptor related protein complex 2 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:565]	0.15479301	
ISG20L2	interferon stimulated exonuclease gene 20 like 2 [Source:HGNC Symbol;Acc:HGNC:25745]	0.15477458	
LETM1	leucine zipper and EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556]	0.15476345	
RNF187	ring finger protein 187 [Source:HGNC Symbol;Acc:HGNC:27146]	0.15476191	
WDR46	WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923]	0.15467022	
SYT2	synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:11510]	0.15466739	
PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase [Source:HGNC Symbol;Acc:HGNC:26210]	0.15461862	
PGBD1	piggyBac transposable element derived 1 [Source:HGNC Symbol;Acc:HGNC:19398]	0.15461695	
ZNF517	zinc finger protein 517 [Source:HGNC Symbol;Acc:HGNC:27984]	0.15454471	
TRIM39	tripartite motif containing 39 [Source:HGNC Symbol;Acc:HGNC:10065]	0.15451042	
ANKRD52	ankyrin repeat domain 52 [Source:HGNC Symbol;Acc:HGNC:26614]	0.1544794	
CASTOR1	cytosolic arginine sensor for mTORC1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:34423]	0.15439777	
TVP23B	trans-golgi network vesicle protein 23 homolog B [Source:HGNC Symbol;Acc:HGNC:20399]	0.15436687	
NDOR1	NADPH dependent diflavin oxidoreductase 1 [Source:HGNC Symbol;Acc:HGNC:29838]	0.15426034	
DBNL	drebrin like [Source:HGNC Symbol;Acc:HGNC:2696]	0.1539419	
SLC22A2	solute carrier family 22 member 2 [Source:HGNC Symbol;Acc:HGNC:10966]	0.15392724	
CLDN5	claudin 5 [Source:HGNC Symbol;Acc:HGNC:2047]	0.15390533	
TNF	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]	0.15385893	
BACE1	beta-secretase 1 [Source:HGNC Symbol;Acc:HGNC:933]	0.15384613	
HBZ	hemoglobin subunit zeta [Source:HGNC Symbol;Acc:HGNC:4835]	0.15379563	
UTS2	urotensin 2 [Source:HGNC Symbol;Acc:HGNC:12636]	0.15378663	
HARBI1	harbinger transposase derived 1 [Source:HGNC Symbol;Acc:HGNC:26522]	0.15375024	
SAMD9	sterile alpha motif domain containing 9 [Source:HGNC Symbol;Acc:HGNC:1348]	0.15370665	
HAPLN3	hyaluronan and proteoglycan link protein 3 [Source:HGNC Symbol;Acc:HGNC:21446]	0.15370506	
SYT4	synaptotagmin 4 [Source:HGNC Symbol;Acc:HGNC:11512]	0.15368025	
MAPK15	mitogen-activated protein kinase 15 [Source:HGNC Symbol;Acc:HGNC:24667]	0.15362409	
EIF5A	eukaryotic translation initiation factor 5A [Source:HGNC Symbol;Acc:HGNC:3300]	0.1535542	
INF2	inverted formin 2 [Source:HGNC Symbol;Acc:HGNC:23791]	0.15345222	
SDF4	stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]	0.15344332	
SPTBN4	spectrin beta, non-erythrocytic 4 [Source:HGNC Symbol;Acc:HGNC:14896]	0.1534228	
MAP3K10	mitogen-activated protein kinase kinase kinase 10 [Source:HGNC Symbol;Acc:HGNC:6849]	0.15339789	
SERPINA12	serpin family A member 12 [Source:HGNC Symbol;Acc:HGNC:18359]	0.15335298	
SLC35F4	solute carrier family 35 member F4 [Source:HGNC Symbol;Acc:HGNC:19845]	0.1533437	
CRYBG2	crystallin beta-gamma domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17295]	0.15331554	
PIGC	phosphatidylinositol glycan anchor biosynthesis class C [Source:HGNC Symbol;Acc:HGNC:8960]	0.15309969	
FNDC10	fibronectin type III domain containing 10 [Source:HGNC Symbol;Acc:HGNC:42951]	0.15302068	
RDH16	retinol dehydrogenase 16 [Source:HGNC Symbol;Acc:HGNC:29674]	0.15297313	
SLC22A8	solute carrier family 22 member 8 [Source:HGNC Symbol;Acc:HGNC:10972]	0.15295736	
OTOG	otogelin [Source:HGNC Symbol;Acc:HGNC:8516]	0.15289782	
MCFD2	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit [Source:HGNC Symbol;Acc:HGNC:18451]	0.1528489	
GLT6D1	glycosyltransferase 6 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23671]	0.15283382	
CRB3	crumbs cell polarity complex component 3 [Source:HGNC Symbol;Acc:HGNC:20237]	0.15272623	
BIVM-ERCC5	BIVM-ERCC5 readthrough [Source:HGNC Symbol;Acc:HGNC:43690]	0.1527181	
RASL11A	RAS like family 11 member A [Source:HGNC Symbol;Acc:HGNC:23802]	0.15269472	
PRF1	perforin 1 [Source:HGNC Symbol;Acc:HGNC:9360]	0.15265316	
TNP1	transition protein 1 [Source:HGNC Symbol;Acc:HGNC:11951]	0.15264337	
MUC1	mucin 1, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7508]	0.15262003	
ITLN1	intelectin 1 [Source:HGNC Symbol;Acc:HGNC:18259]	0.15260264	
ZNF792	zinc finger protein 792 [Source:HGNC Symbol;Acc:HGNC:24751]	0.15259643	
MSH4	mutS homolog 4 [Source:HGNC Symbol;Acc:HGNC:7327]	0.15256174	
RDH11	retinol dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:17964]	0.1525361	
KLRG2	killer cell lectin like receptor G2 [Source:HGNC Symbol;Acc:HGNC:24778]	0.15250233	
DDX19A	DEAD-box helicase 19A [Source:HGNC Symbol;Acc:HGNC:25628]	0.15249084	
TARS2	threonyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30740]	0.15244122	
KLF15	Kruppel like factor 15 [Source:HGNC Symbol;Acc:HGNC:14536]	0.15241872	
PLXND1	plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]	0.1523464	
ASB16	ankyrin repeat and SOCS box containing 16 [Source:HGNC Symbol;Acc:HGNC:19768]	0.15230443	
EPHA5	EPH receptor A5 [Source:HGNC Symbol;Acc:HGNC:3389]	0.15226932	
MYD88	MYD88 innate immune signal transduction adaptor [Source:HGNC Symbol;Acc:HGNC:7562]	0.15221691	
FGF18	fibroblast growth factor 18 [Source:HGNC Symbol;Acc:HGNC:3674]	0.15221557	
VAV2	vav guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:12658]	0.15216437	
MYH6	myosin heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:7576]	0.15215027	
KAZN	kazrin, periplakin interacting protein [Source:HGNC Symbol;Acc:HGNC:29173]	0.15209813	
TUBB1	tubulin beta 1 class VI [Source:HGNC Symbol;Acc:HGNC:16257]	0.15205403	
SUSD5	sushi domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29061]	0.15203635	
NKD1	NKD inhibitor of WNT signaling pathway 1 [Source:HGNC Symbol;Acc:HGNC:17045]	0.15198731	
WNT3	Wnt family member 3 [Source:HGNC Symbol;Acc:HGNC:12782]	0.15195985	
IL3	interleukin 3 [Source:HGNC Symbol;Acc:HGNC:6011]	0.15194756	
FAM89B	family with sequence similarity 89 member B [Source:HGNC Symbol;Acc:HGNC:16708]	0.1518555	
RNF212	ring finger protein 212 [Source:HGNC Symbol;Acc:HGNC:27729]	0.15183057	
GOLGA8N	golgin A8 family member N [Source:HGNC Symbol;Acc:HGNC:44405]	0.15173456	
FAM183A	family with sequence similarity 183 member A [Source:HGNC Symbol;Acc:HGNC:34347]	0.15170439	
HSPBP1	HSPA (Hsp70) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24989]	0.15169463	
ZP2	zona pellucida glycoprotein 2 [Source:HGNC Symbol;Acc:HGNC:13188]	0.15165626	
CYB5D2	cytochrome b5 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28471]	0.1516426	
PDCL2	phosducin like 2 [Source:HGNC Symbol;Acc:HGNC:29524]	0.1515806	
IFT22	intraflagellar transport 22 [Source:HGNC Symbol;Acc:HGNC:21895]	0.15157574	
SRL	sarcalumenin [Source:HGNC Symbol;Acc:HGNC:11295]	0.15152909	
SPACA9	sperm acrosome associated 9 [Source:HGNC Symbol;Acc:HGNC:1367]	0.15149005	
KIF19	kinesin family member 19 [Source:HGNC Symbol;Acc:HGNC:26735]	0.15148744	
PFN1	profilin 1 [Source:HGNC Symbol;Acc:HGNC:8881]	0.15147698	
MRGPRE	MAS related GPR family member E [Source:HGNC Symbol;Acc:HGNC:30694]	0.15143433	
RPRM	reprimo, TP53 dependent G2 arrest mediator homolog [Source:HGNC Symbol;Acc:HGNC:24201]	0.15141542	
FADS6	fatty acid desaturase 6 [Source:HGNC Symbol;Acc:HGNC:30459]	0.15137899	
PHB2	prohibitin 2 [Source:HGNC Symbol;Acc:HGNC:30306]	0.1513737	
USE1	unconventional SNARE in the ER 1 [Source:HGNC Symbol;Acc:HGNC:30882]	0.1513628	
CHRM2	cholinergic receptor muscarinic 2 [Source:HGNC Symbol;Acc:HGNC:1951]	0.15121673	
NPIPB7	nuclear pore complex interacting protein family member B7 [Source:HGNC Symbol;Acc:HGNC:33832]	0.15118584	
GBX2	gastrulation brain homeobox 2 [Source:HGNC Symbol;Acc:HGNC:4186]	0.15117502	
WFDC3	WAP four-disulfide core domain 3 [Source:HGNC Symbol;Acc:HGNC:15957]	0.15102243	
GATA2	GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]	0.15093169	
FFAR4	free fatty acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:19061]	0.15078919	
ACOT7	acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]	0.15071405	
MORN2	MORN repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:30166]	0.15063219	
POPDC3	popeye domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17649]	0.15052569	
TNNT3	troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]	0.15052123	
