NAME	TITLE	SCORE	
WNT5A	Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784]	0.09603247	
TCF19	transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629]	0.096005276	
LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:HGNC:29796]	0.095988296	
CUL9	cullin 9 [Source:HGNC Symbol;Acc:HGNC:15982]	0.09598705	
AKNA	AT-hook transcription factor [Source:HGNC Symbol;Acc:HGNC:24108]	0.09598294	
C11orf65	chromosome 11 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:28519]	0.095967844	
NCR1	natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731]	0.09590693	
MCM5	minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]	0.0958554	
PSPH	phosphoserine phosphatase [Source:HGNC Symbol;Acc:HGNC:9577]	0.09582847	
ARHGAP27	Rho GTPase activating protein 27 [Source:HGNC Symbol;Acc:HGNC:31813]	0.095751286	
FAM72A	family with sequence similarity 72 member A [Source:HGNC Symbol;Acc:HGNC:24044]	0.095734484	
CCDC89	coiled-coil domain containing 89 [Source:HGNC Symbol;Acc:HGNC:26762]	0.09568265	
CHRM5	cholinergic receptor muscarinic 5 [Source:HGNC Symbol;Acc:HGNC:1954]	0.095648326	
CHD4	chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1919]	0.09560056	
DOK1	docking protein 1 [Source:HGNC Symbol;Acc:HGNC:2990]	0.095595405	
RUSC1	RUN and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17153]	0.09553463	
TRIM66	tripartite motif containing 66 [Source:HGNC Symbol;Acc:HGNC:29005]	0.09547427	
ZSCAN9	zinc finger and SCAN domain containing 9 [Source:HGNC Symbol;Acc:HGNC:12984]	0.09540997	
RCC1	regulator of chromosome condensation 1 [Source:HGNC Symbol;Acc:HGNC:1913]	0.09540095	
ADPRH	ADP-ribosylarginine hydrolase [Source:HGNC Symbol;Acc:HGNC:269]	0.09539852	
FUZ	fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]	0.09537504	
BRAP	BRCA1 associated protein [Source:HGNC Symbol;Acc:HGNC:1099]	0.095341735	
CKM	creatine kinase, M-type [Source:HGNC Symbol;Acc:HGNC:1994]	0.09532273	
INHBC	inhibin subunit beta C [Source:HGNC Symbol;Acc:HGNC:6068]	0.09527932	
C3orf86	chromosome 3 open reading frame 86 [Source:HGNC Symbol;Acc:HGNC:44570]	0.09523539	
OR4K5	olfactory receptor family 4 subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:14745]	0.09517048	
FANK1	fibronectin type III and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:23527]	0.0951053	
CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]	0.09507282	
PPP1R8	protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296]	0.095065944	
LRRC47	leucine rich repeat containing 47 [Source:HGNC Symbol;Acc:HGNC:29207]	0.09505582	
MLC1	modulator of VRAC current 1 [Source:HGNC Symbol;Acc:HGNC:17082]	0.09501571	
SCGB1A1	secretoglobin family 1A member 1 [Source:HGNC Symbol;Acc:HGNC:12523]	0.09500202	
UMPS	uridine monophosphate synthetase [Source:HGNC Symbol;Acc:HGNC:12563]	0.09498202	
OR6N2	olfactory receptor family 6 subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:15035]	0.0949164	
INTS11	integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]	0.09489603	
RANBP3	RAN binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9850]	0.09489109	
GREB1	growth regulating estrogen receptor binding 1 [Source:HGNC Symbol;Acc:HGNC:24885]	0.09486933	
ACTL7A	actin like 7A [Source:HGNC Symbol;Acc:HGNC:161]	0.094867736	
CCZ1	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated [Source:HGNC Symbol;Acc:HGNC:21691]	0.094823286	
PRDM9	PR/SET domain 9 [Source:HGNC Symbol;Acc:HGNC:13994]	0.09481581	
IL32	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]	0.09476814	
BRDT	bromodomain testis associated [Source:HGNC Symbol;Acc:HGNC:1105]	0.094580606	
INTS12	integrator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:25067]	0.094543144	
TTPA	alpha tocopherol transfer protein [Source:HGNC Symbol;Acc:HGNC:12404]	0.094521664	
CARHSP1	calcium regulated heat stable protein 1 [Source:HGNC Symbol;Acc:HGNC:17150]	0.094518796	
LRRC4C	leucine rich repeat containing 4C [Source:HGNC Symbol;Acc:HGNC:29317]	0.09448465	
ZMYND19	zinc finger MYND-type containing 19 [Source:HGNC Symbol;Acc:HGNC:21146]	0.094418064	
UNC45A	unc-45 myosin chaperone A [Source:HGNC Symbol;Acc:HGNC:30594]	0.09439311	
LTBP4	latent transforming growth factor beta binding protein 4 [Source:HGNC Symbol;Acc:HGNC:6717]	0.09436003	
RPL26L1	ribosomal protein L26 like 1 [Source:HGNC Symbol;Acc:HGNC:17050]	0.09433448	
CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1 [Source:HGNC Symbol;Acc:HGNC:102]	0.094332755	
LRP8	LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]	0.09433265	
NFE2L1	nuclear factor, erythroid 2 like 1 [Source:HGNC Symbol;Acc:HGNC:7781]	0.09431309	
ZBTB32	zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763]	0.09431151	
ZNF266	zinc finger protein 266 [Source:HGNC Symbol;Acc:HGNC:13059]	0.094282314	
SGSM1	small G protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:29410]	0.09427653	
DPF3	double PHD fingers 3 [Source:HGNC Symbol;Acc:HGNC:17427]	0.09426338	
TCOF1	treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654]	0.094226345	
KIF19	kinesin family member 19 [Source:HGNC Symbol;Acc:HGNC:26735]	0.09421172	
IL10RA	interleukin 10 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5964]	0.09419332	
CMTM3	CKLF like MARVEL transmembrane domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19174]	0.094183885	
MED1	mediator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:9234]	0.094183564	
GRAMD1B	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]	0.09407141	
SPATA32	spermatogenesis associated 32 [Source:HGNC Symbol;Acc:HGNC:26349]	0.094056465	
TACR2	tachykinin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11527]	0.09404957	
ARL8A	ADP ribosylation factor like GTPase 8A [Source:HGNC Symbol;Acc:HGNC:25192]	0.09402053	
PTPN23	protein tyrosine phosphatase non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406]	0.094008714	
MAP1A	microtubule associated protein 1A [Source:HGNC Symbol;Acc:HGNC:6835]	0.093991406	
PID1	phosphotyrosine interaction domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26084]	0.09397278	
PATZ1	POZ/BTB and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13071]	0.093894474	
TXNDC8	thioredoxin domain containing 8 [Source:HGNC Symbol;Acc:HGNC:31454]	0.09388399	
CLDN19	claudin 19 [Source:HGNC Symbol;Acc:HGNC:2040]	0.093867674	
PRR29	proline rich 29 [Source:HGNC Symbol;Acc:HGNC:25673]	0.0938194	
MYF6	myogenic factor 6 [Source:HGNC Symbol;Acc:HGNC:7566]	0.093767986	
NMNAT1	nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17877]	0.09373705	
TOM1L1	target of myb1 like 1 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11983]	0.09358472	
NUCB1	nucleobindin 1 [Source:HGNC Symbol;Acc:HGNC:8043]	0.093565896	
LSR	lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:29572]	0.09350627	
FASTKD2	FAST kinase domains 2 [Source:HGNC Symbol;Acc:HGNC:29160]	0.09349524	
ADGRE5	adhesion G protein-coupled receptor E5 [Source:HGNC Symbol;Acc:HGNC:1711]	0.09349474	
C15orf48	chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]	0.093469396	
ALYREF	Aly/REF export factor [Source:HGNC Symbol;Acc:HGNC:19071]	0.093437694	
C3orf14	chromosome 3 open reading frame 14 [Source:HGNC Symbol;Acc:HGNC:25024]	0.09339711	
ENPEP	glutamyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:3355]	0.0933797	
ENDOV	endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]	0.09327699	
MYO18A	myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104]	0.09326847	
MED8	mediator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:19971]	0.0932521	
ADGRG5	adhesion G protein-coupled receptor G5 [Source:HGNC Symbol;Acc:HGNC:19010]	0.09321712	
ACACB	acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85]	0.093205325	
PLCZ1	phospholipase C zeta 1 [Source:HGNC Symbol;Acc:HGNC:19218]	0.09319209	
VWA3B	von Willebrand factor A domain containing 3B [Source:HGNC Symbol;Acc:HGNC:28385]	0.09318084	
ZNF432	zinc finger protein 432 [Source:HGNC Symbol;Acc:HGNC:20810]	0.09317571	
C19orf38	chromosome 19 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:34073]	0.09313594	
SLC4A2	solute carrier family 4 member 2 [Source:HGNC Symbol;Acc:HGNC:11028]	0.093133904	
PRLR	prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446]	0.09312458	
TMEM138	transmembrane protein 138 [Source:HGNC Symbol;Acc:HGNC:26944]	0.093047135	
FOXR1	forkhead box R1 [Source:HGNC Symbol;Acc:HGNC:29980]	0.093045175	
AK2	adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]	0.09302413	
GRAPL	GRB2 related adaptor protein like [Source:HGNC Symbol;Acc:HGNC:37240]	0.093021505	
ABCC10	ATP binding cassette subfamily C member 10 [Source:HGNC Symbol;Acc:HGNC:52]	0.09302089	
CFAP46	cilia and flagella associated protein 46 [Source:HGNC Symbol;Acc:HGNC:25247]	0.09298775	
SAA1	serum amyloid A1 [Source:HGNC Symbol;Acc:HGNC:10513]	0.09298119	
ARHGEF35	Rho guanine nucleotide exchange factor 35 [Source:HGNC Symbol;Acc:HGNC:33846]	0.09297619	
BMP4	bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]	0.09295802	
RSPH9	radial spoke head component 9 [Source:HGNC Symbol;Acc:HGNC:21057]	0.092910945	
ALPL	alkaline phosphatase, biomineralization associated [Source:HGNC Symbol;Acc:HGNC:438]	0.09288274	
TBP	TATA-box binding protein [Source:HGNC Symbol;Acc:HGNC:11588]	0.0928454	
ZC3H12A	zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:HGNC:26259]	0.09279687	
MISP	mitotic spindle positioning [Source:HGNC Symbol;Acc:HGNC:27000]	0.09277698	
PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:HGNC:8748]	0.09274038	
RTL6	retrotransposon Gag like 6 [Source:HGNC Symbol;Acc:HGNC:13343]	0.09271181	
PPL	periplakin [Source:HGNC Symbol;Acc:HGNC:9273]	0.09270838	
C1orf159	chromosome 1 open reading frame 159 [Source:HGNC Symbol;Acc:HGNC:26062]	0.09264071	
LTF	lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]	0.09263539	
TSEN2	tRNA splicing endonuclease subunit 2 [Source:HGNC Symbol;Acc:HGNC:28422]	0.09258003	
SLC45A2	solute carrier family 45 member 2 [Source:HGNC Symbol;Acc:HGNC:16472]	0.09257174	
POMT2	protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]	0.09254202	
BIRC7	baculoviral IAP repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:13702]	0.0925256	
AGBL2	ATP/GTP binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:26296]	0.09250619	
PYCR1	pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]	0.09250211	
SUN5	Sad1 and UNC84 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:16252]	0.09249702	
POM121	POM121 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:19702]	0.092415944	
TRAF7	TNF receptor associated factor 7 [Source:HGNC Symbol;Acc:HGNC:20456]	0.092395395	
SPARC	secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]	0.092348136	
ZFYVE28	zinc finger FYVE-type containing 28 [Source:HGNC Symbol;Acc:HGNC:29334]	0.092343934	
RNF165	ring finger protein 165 [Source:HGNC Symbol;Acc:HGNC:31696]	0.0923386	
RHBDF1	rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]	0.09232034	
ANKS3	ankyrin repeat and sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29422]	0.092316836	
ZNF142	zinc finger protein 142 [Source:HGNC Symbol;Acc:HGNC:12927]	0.09219043	
ADPRHL1	ADP-ribosylhydrolase like 1 [Source:HGNC Symbol;Acc:HGNC:21303]	0.092160985	
CLDND1	claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]	0.09213204	
ZNF354B	zinc finger protein 354B [Source:HGNC Symbol;Acc:HGNC:17197]	0.0921267	
ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 [Source:HGNC Symbol;Acc:HGNC:3368]	0.09207993	
CEACAM18	CEA cell adhesion molecule 18 [Source:HGNC Symbol;Acc:HGNC:31949]	0.09201316	
GRAP	GRB2 related adaptor protein [Source:HGNC Symbol;Acc:HGNC:4562]	0.09191786	
RNF8	ring finger protein 8 [Source:HGNC Symbol;Acc:HGNC:10071]	0.09190756	
ZNF852	zinc finger protein 852 [Source:HGNC Symbol;Acc:HGNC:27713]	0.09189363	
AMT	aminomethyltransferase [Source:HGNC Symbol;Acc:HGNC:473]	0.091890216	
LIN28A	lin-28 homolog A [Source:HGNC Symbol;Acc:HGNC:15986]	0.09188745	
SLC39A12	solute carrier family 39 member 12 [Source:HGNC Symbol;Acc:HGNC:20860]	0.091882266	
ITPRIPL2	ITPRIP like 2 [Source:HGNC Symbol;Acc:HGNC:27257]	0.09181047	
NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7 [Source:HGNC Symbol;Acc:HGNC:7714]	0.09172869	
HDGFL1	HDGF like 1 [Source:HGNC Symbol;Acc:HGNC:21095]	0.091681816	
MS4A14	membrane spanning 4-domains A14 [Source:HGNC Symbol;Acc:HGNC:30706]	0.091679245	
ERICH3	glutamate rich 3 [Source:HGNC Symbol;Acc:HGNC:25346]	0.09166411	
NPIPB11	nuclear pore complex interacting protein family member B11 [Source:HGNC Symbol;Acc:HGNC:37453]	0.09166166	
MELTF	melanotransferrin [Source:HGNC Symbol;Acc:HGNC:7037]	0.09163945	
ACO2	aconitase 2 [Source:HGNC Symbol;Acc:HGNC:118]	0.09160075	
PPFIA4	PTPRF interacting protein alpha 4 [Source:HGNC Symbol;Acc:HGNC:9248]	0.091598794	
RBP5	retinol binding protein 5 [Source:HGNC Symbol;Acc:HGNC:15847]	0.09157997	
FBLN1	fibulin 1 [Source:HGNC Symbol;Acc:HGNC:3600]	0.09157182	
LCAT	lecithin-cholesterol acyltransferase [Source:HGNC Symbol;Acc:HGNC:6522]	0.091548115	
SLC39A1	solute carrier family 39 member 1 [Source:HGNC Symbol;Acc:HGNC:12876]	0.09154083	
MTG2	mitochondrial ribosome associated GTPase 2 [Source:HGNC Symbol;Acc:HGNC:16239]	0.091489665	
FGFR2	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]	0.09147597	
IL27	interleukin 27 [Source:HGNC Symbol;Acc:HGNC:19157]	0.091381304	
ALDH3B2	aldehyde dehydrogenase 3 family member B2 [Source:HGNC Symbol;Acc:HGNC:411]	0.091264315	
FAM153CP	family with sequence similarity 153 member C, pseudogene [Source:HGNC Symbol;Acc:HGNC:33936]	0.09124282	
SDC2	syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659]	0.09122745	
CBX2	chromobox 2 [Source:HGNC Symbol;Acc:HGNC:1552]	0.09108261	
MPZ	myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225]	0.09104039	
TCAF2	TRPM8 channel associated factor 2 [Source:HGNC Symbol;Acc:HGNC:26878]	0.09096039	
PDXK	pyridoxal kinase [Source:HGNC Symbol;Acc:HGNC:8819]	0.090913676	
FAM50B	family with sequence similarity 50 member B [Source:HGNC Symbol;Acc:HGNC:18789]	0.09090824	
ADRB2	adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]	0.0908764	
UROD	uroporphyrinogen decarboxylase [Source:HGNC Symbol;Acc:HGNC:12591]	0.09083316	
CNR2	cannabinoid receptor 2 [Source:HGNC Symbol;Acc:HGNC:2160]	0.09083286	
ADAM8	ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:HGNC:215]	0.090773314	
LIPG	lipase G, endothelial type [Source:HGNC Symbol;Acc:HGNC:6623]	0.090734616	
WWC1	WW and C2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29435]	0.090711154	
TRPV5	transient receptor potential cation channel subfamily V member 5 [Source:HGNC Symbol;Acc:HGNC:3145]	0.090701014	
SNRNP200	small nuclear ribonucleoprotein U5 subunit 200 [Source:HGNC Symbol;Acc:HGNC:30859]	0.090665385	
NME9	NME/NM23 family member 9 [Source:HGNC Symbol;Acc:HGNC:21343]	0.090620294	
SLIRP	SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495]	0.090584435	
CABP2	calcium binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1385]	0.09054427	
UTP23	UTP23 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:28224]	0.09054245	
KLHL32	kelch like family member 32 [Source:HGNC Symbol;Acc:HGNC:21221]	0.09051784	
ALPK2	alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:20565]	0.09051624	
OR6B2	olfactory receptor family 6 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:15041]	0.0904954	
TMPRSS11BNL	TMPRSS11B N-terminal like, pseudogene [Source:HGNC Symbol;Acc:HGNC:37262]	0.09047814	
SAMD4B	sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:25492]	0.09039915	
MYRFL	myelin regulatory factor like [Source:HGNC Symbol;Acc:HGNC:26316]	0.090384744	
VDR	vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]	0.09037311	
THG1L	tRNA-histidine guanylyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:26053]	0.09034041	
EPHX2	epoxide hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3402]	0.09033189	
LMF1	lipase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:14154]	0.09029027	
INKA2	inka box actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:28045]	0.09026017	
CBX3	chromobox 3 [Source:HGNC Symbol;Acc:HGNC:1553]	0.090257496	
ZNF738	zinc finger protein 738 [Source:HGNC Symbol;Acc:HGNC:32469]	0.09023669	
TRIM45	tripartite motif containing 45 [Source:HGNC Symbol;Acc:HGNC:19018]	0.09022273	
DGCR2	DiGeorge syndrome critical region gene 2 [Source:HGNC Symbol;Acc:HGNC:2845]	0.090204924	
FSCN1	fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148]	0.0902007	
CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	0.09018144	
NLGN1	neuroligin 1 [Source:HGNC Symbol;Acc:HGNC:14291]	0.09017498	
COG4	component of oligomeric golgi complex 4 [Source:HGNC Symbol;Acc:HGNC:18620]	0.090123124	
SLC52A2	solute carrier family 52 member 2 [Source:HGNC Symbol;Acc:HGNC:30224]	0.0901151	
PRAMEF12	PRAME family member 12 [Source:HGNC Symbol;Acc:HGNC:22125]	0.09009979	
TMEM160	transmembrane protein 160 [Source:HGNC Symbol;Acc:HGNC:26042]	0.0900576	
LIMK1	LIM domain kinase 1 [Source:HGNC Symbol;Acc:HGNC:6613]	0.09004693	
SYF2	SYF2 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:19824]	0.09002628	
POLR2I	RNA polymerase II subunit I [Source:HGNC Symbol;Acc:HGNC:9196]	0.09001345	
FBXW10	F-box and WD repeat domain containing 10 [Source:HGNC Symbol;Acc:HGNC:1211]	0.09000822	
KLHL29	kelch like family member 29 [Source:HGNC Symbol;Acc:HGNC:29404]	0.089980416	
PIEZO2	piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]	0.08997445	
MTFR1L	mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836]	0.08996708	
C12orf65	chromosome 12 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:26784]	0.089892946	
ZNF93	zinc finger protein 93 [Source:HGNC Symbol;Acc:HGNC:13169]	0.089859314	
GTPBP4	GTP binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21535]	0.089806	
ATG4B	autophagy related 4B cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20790]	0.08980344	
UNC93A	unc-93 homolog A [Source:HGNC Symbol;Acc:HGNC:12570]	0.089760505	
CDKL2	cyclin dependent kinase like 2 [Source:HGNC Symbol;Acc:HGNC:1782]	0.08975962	
MYH6	myosin heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:7576]	0.089747526	
CCL4	C-C motif chemokine ligand 4 [Source:HGNC Symbol;Acc:HGNC:10630]	0.08974673	
KCNJ3	potassium inwardly rectifying channel subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:6264]	0.089709006	
DEFB132	defensin beta 132 [Source:HGNC Symbol;Acc:HGNC:33806]	0.08965784	
RHPN1	rhophilin Rho GTPase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19973]	0.08965551	
C2	complement C2 [Source:HGNC Symbol;Acc:HGNC:1248]	0.08963452	
OR5K1	olfactory receptor family 5 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:8349]	0.08958985	
AURKAIP1	aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]	0.089583874	
WFDC3	WAP four-disulfide core domain 3 [Source:HGNC Symbol;Acc:HGNC:15957]	0.08953926	
OR8I2	olfactory receptor family 8 subfamily I member 2 [Source:HGNC Symbol;Acc:HGNC:15310]	0.08953315	
BTNL3	butyrophilin like 3 [Source:HGNC Symbol;Acc:HGNC:1143]	0.089410365	
MX2	MX dynamin like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:7533]	0.08938531	
FLAD1	flavin adenine dinucleotide synthetase 1 [Source:HGNC Symbol;Acc:HGNC:24671]	0.089268915	
ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]	0.08903772	
RUSF1	RUS family member 1 [Source:HGNC Symbol;Acc:HGNC:25848]	0.08903011	
BEST1	bestrophin 1 [Source:HGNC Symbol;Acc:HGNC:12703]	0.08899942	
CRYBG2	crystallin beta-gamma domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17295]	0.08895327	
CCDC106	coiled-coil domain containing 106 [Source:HGNC Symbol;Acc:HGNC:30181]	0.088799365	
FAAP24	FA core complex associated protein 24 [Source:HGNC Symbol;Acc:HGNC:28467]	0.08879358	
MORN1	MORN repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25852]	0.08878898	
ANXA10	annexin A10 [Source:HGNC Symbol;Acc:HGNC:534]	0.088694304	
TNIP1	TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16903]	0.088693716	
ARHGAP9	Rho GTPase activating protein 9 [Source:HGNC Symbol;Acc:HGNC:14130]	0.08864436	
EXOSC6	exosome component 6 [Source:HGNC Symbol;Acc:HGNC:19055]	0.08863105	
AZIN2	antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957]	0.08862029	
MEX3D	mex-3 RNA binding family member D [Source:HGNC Symbol;Acc:HGNC:16734]	0.088381626	
GPR35	G protein-coupled receptor 35 [Source:HGNC Symbol;Acc:HGNC:4492]	0.08837526	
FLYWCH2	FLYWCH family member 2 [Source:HGNC Symbol;Acc:HGNC:25178]	0.08835338	
DTWD2	DTW domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19334]	0.08828752	
PDIA4	protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167]	0.088260144	
CST9	cystatin 9 [Source:HGNC Symbol;Acc:HGNC:13261]	0.08820454	
ZNF544	zinc finger protein 544 [Source:HGNC Symbol;Acc:HGNC:16759]	0.088198565	
WWOX	WW domain containing oxidoreductase [Source:HGNC Symbol;Acc:HGNC:12799]	0.08814203	
COL11A1	collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]	0.088131666	
SLC12A9	solute carrier family 12 member 9 [Source:HGNC Symbol;Acc:HGNC:17435]	0.08811635	
PPIL2	peptidylprolyl isomerase like 2 [Source:HGNC Symbol;Acc:HGNC:9261]	0.088113956	
SCGN	secretagogin, EF-hand calcium binding protein [Source:HGNC Symbol;Acc:HGNC:16941]	0.08806218	
PEBP1	phosphatidylethanolamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8630]	0.08806073	
ADCY5	adenylate cyclase 5 [Source:HGNC Symbol;Acc:HGNC:236]	0.08805053	
PKP1	plakophilin 1 [Source:HGNC Symbol;Acc:HGNC:9023]	0.08804844	
MYOD1	myogenic differentiation 1 [Source:HGNC Symbol;Acc:HGNC:7611]	0.08803007	
ADD2	adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]	0.08797601	
GDF5	growth differentiation factor 5 [Source:HGNC Symbol;Acc:HGNC:4220]	0.08797029	
NPAS2	neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895]	0.087916	
CSRP1	cysteine and glycine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469]	0.087861404	
SNPH	syntaphilin [Source:HGNC Symbol;Acc:HGNC:15931]	0.08784136	
DIXDC1	DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]	0.08780691	
ZNF789	zinc finger protein 789 [Source:HGNC Symbol;Acc:HGNC:27801]	0.08779333	
PPIB	peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255]	0.08775234	
KAT14	lysine acetyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:15904]	0.08771159	
C15orf40	chromosome 15 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:28443]	0.087626114	
ROBO2	roundabout guidance receptor 2 [Source:HGNC Symbol;Acc:HGNC:10250]	0.08759029	
SLC26A2	solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]	0.08755728	
GTF3C4	general transcription factor IIIC subunit 4 [Source:HGNC Symbol;Acc:HGNC:4667]	0.087550536	
SBK1	SH3 domain binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:17699]	0.08752816	
MCM3AP	minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol;Acc:HGNC:6946]	0.087472774	
